Name,Industry,City,Phone Number,Company Domain Name,Company owner,Lead Source,Lead Source Detail,CR Number
مصنع الجزيره للصحافه والطباعه والنشر,القطاعات أخرى,منطقة الرياض,966555447233,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010413370.0
شركة مصنع مدى للانسجة المحدودة,القطاعات أخرى,المنطقة الشرقية,504649141,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2055007409.0
شركة الدار العربية للطباعة والنشر المحدودة,القطاعات أخرى,منطقة الرياض,966506745412,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010156289.0
مصنع شركة جبيل السعودية لحلول أنسجة الارضيات,القطاعات أخرى,المنطقة الشرقية,966550246588,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2055022924.0
مطابع دار اليوم للصحافة والطباعة والنشر,القطاعات أخرى,المنطقة الشرقية,966505813135,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2050102112.0
الشركة الخليجية لأنظمة التعبئة والتغليف,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966533188588,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4030120189.0
مصنع شركة المركبات المتحدة للبلاستيك,الكيماويات الأساسية والمتوسطة,منطقة مكة المكرمة,966534407492,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4030282475.0
شركة جنرال إلكتريك السعودية للتوربينات المتطورة,صناعة المعادن,المنطقة الشرقية,966565558842,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2050117671.0
شركة تتراباك للتصنيع المحدودة,القطاعات أخرى,منطقة مكة المكرمة,966554454304,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4030116000.0
شركة بول العربية المتحده لصناعة العلب,صناعة المعادن,المنطقة الشرقية,966562305333,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2050029111.0
الشركة الوطنية للجبس شركة مساهمة سعودية مقفلة,مواد البناء,منطقة المدينة المنورة,966502897687,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4700008603.0
مصنع المذيبات الكيميائية المتخصصه,الكيماويات الأساسية والمتوسطة,المنطقة الشرقية,966508529988,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2055018098.0
شركة فالكون للمنتجات البلاستيكية شركة شخص واحد,منتجات البلاستيك والمطاط,منطقة الرياض,966533279383,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010167212.0
شركة مصنع الانسجة المتطورة,القطاعات أخرى,منطقة مكة المكرمة,966541191936,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4602003535.0
مصنع الشركة العالمية للمواد الاستهلاكية و الاغذية المحدودة شركة شخص واحد,الأغذية,منطقة مكة المكرمة,966554500022,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4031056544.0
شركة كاد الشرق الاوسط للصناعات الدوائية,الادوية,منطقة الرياض,966532600724,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010221859.0
مصنع الشركة السعودية للخرسانة الجاهزة,مواد البناء,المنطقة الشرقية,966594700009,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2050084652.0
شركة المحاور العربية الصناعية,السيارات,المنطقة الشرقية,966551347189,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2050149638.0
مصنع ميدال للكابلات السعودية,صناعة المعادن,المنطقة الشرقية,966539229967,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2050095460.0
شركة مصنع السوائل الخليجية لمعالجة الزيت,منتجات تكرير النفط,منطقة المدينة المنورة,966558223666,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4700010061.0
الشركة المتحدة للاستثمارات الصناعية,الكيماويات المتخصصة,منطقة الرياض,966505946671,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010011456.0
مصنع شركة عدوان لانتاج رمل و بودرة السيليكا,مواد البناء,منطقة الرياض,966502659195,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010296843.0
شركة أرميتال للأنابيب الفولاذية المحدودة,صناعة المعادن,منطقة الرياض,966555977936,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010256397.0
شركة مصنع ياسمين للمياه والمشروبات,الأغذية,منطقة الرياض,966537502291,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1111101280.0
شركة مصنع بلاستيك الرياض,منتجات البلاستيك والمطاط,منطقة الرياض,966548922144,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010245684.0
الشركة العربية للمستحضرات الدوائية,الادوية,منطقة مكة المكرمة,966542320043,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4031058718.0
الشركة الوطنية لصهر الرصاص المحدودة,صناعة المعادن,منطقة الرياض,966545361173,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010077017.0
الشركة العالمية لتقنية منع التاكل مساهمة مقفلة,الكيماويات الأساسية والمتوسطة,المنطقة الشرقية,966559909555,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2055007000.0
مصنع شركة الألبان الوطنية المتحدة,الأغذية,المنطقة الشرقية,966551401520,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2251043778.0
مصنع بريما العالمية للمعجنات,الأغذية,منطقة الرياض,966559285559,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010394944.0
فرع شركة ايرليكويد العربية,الكيماويات الأساسية والمتوسطة,منطقة المدينة المنورة,966505813156,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4700014111.0
مصنع اسس فروت لتبريد المواد الغذائية,الأغذية,منطقة الرياض,966500171009,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010949151.0
مصنع السريع للسجاد,القطاعات أخرى,منطقة مكة المكرمة,966556633770,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4030131014.0
مصنع شركة الخياط للطوب الاحمر -سدير-,مواد البناء,منطقة الرياض,966508168881,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1126001854.0
الشركة الإبداعية للصناعات المتكاملة,الالات والمعدات,منطقة الرياض,966554007560,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010357472.0
شركة مصنع الخليج للصناعات الورقية المحدودة,القطاعات أخرى,منطقة الرياض,966535012519,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1011008624.0
مصنع اعلاف الوادي,الأغذية,منطقة الرياض,966593000330,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010166908.0
مصنع شركة صناعات الاغذية المتحدة المحدودة للحلويات,الأغذية,منطقة الرياض,966504263215,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010441988.0
شركة معالجة البنية التحتية للتصنيع شركة الشخص الواحد,القطاعات أخرى,منطقة المدينة المنورة,966501427082,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4700016695.0
مصنع شركة أجا للصناعات الدوائية,الادوية,منطقة حائل,966554668831,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,3350043407.0
مصنع بلوك الوطنيه للصناعه,مواد البناء,منطقة الرياض,966558282258,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1110000986.0
مصنع الشركة الخليجية للمواد الكيماوية المضافة,الكيماويات الأساسية والمتوسطة,المنطقة الشرقية,966504969060,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2055004513.0
شركة مصنع حلول التعبئة والتغليف,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966550206423,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4030174054.0
مصنع شركة تصنيع منتجات الديكوروالأخشاب الحديثة,القطاعات أخرى,المنطقة الشرقية,966554150500,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2055004710.0
شركة كريستال العربية للصناعات الحديثة المحدودة,الكيماويات المتخصصة,منطقة مكة المكرمة,966583837111,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,4030156231.0
شركة الدمام الدوائية,الادوية,المنطقة الشرقية,966551024800,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,2050088711.0
شركة مقنا للتنمية الصناعية,منتجات البلاستيك والمطاط,منطقة الرياض,966590766028,,,Factory Database - Saudi Gov,(2&3)قائمة المصانع - المتوسطة,1010176760.0
